Name,Rating,Type,Num_of_Reviews,Highly Rated for,Critically Rated for,Location
Synmac Consultants,4.1,Accounting & Auditing,(157),"Skill Development, Company Culture, Work Life Balance",,Chennai +3 other locations
JConnect Infotech,3.4,Recruitment,(157),,"Promotions, Job Security, Work Satisfaction",Noida +9 other locations
Magnum Group,3.2,BPO,(157),,"Salary, Promotions, Work Satisfaction",Bhopal +11 other locations
Netcon Technologies,3.6,IT Services & Consulting,(157),,"Promotions, Salary, Company Culture",Chennai +13 other locations
SightSpectrum Technology Solutions,3.3,IT Services & Consulting,(157),,"Job Security, Promotions, Company Culture",Chennai +4 other locations
Airtel Business,3.5,Telecom,(157),,"Promotions, Work Satisfaction, Company Culture",Gurugram +44 other locations
Encalm Hospitality,4.0,Aviation,(157),"Company Culture, Job Security, Work Life Balance",,New Delhi +6 other locations
HMD Global,3.6,Electronics Manufacturing,(157),,"Promotions, Job Security, Skill Development",Gurugram +42 other locations
RS Software (India) Ltd.,3.4,FinTech,(157),,"Promotions, Company Culture, Work Life Balance",Kolkata +4 other locations
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.5,Accounting & Auditing,(157),Job Security,"Promotions, Salary, Company Culture",Mumbai +7 other locations
CBSE,4.3,Education & Training,(157),"Skill Development, Company Culture, Work Satisfaction",,New Delhi +76 other locations
Hyatt Place,4.0,Hospitality,(157),"Job Security, Company Culture, Work Life Balance",,Pune +26 other locations
Narayan Seva Sansthan,4.2,Non-Profit,(157),"Company Culture, Work Life Balance, Work Satisfaction",,Udaipur +10 other locations
Ki Mobility Solution,3.4,Internet,(157),,"Promotions, Company Culture, Work Satisfaction",Chennai +29 other locations
GAIN Credit,3.8,FinTech,(157),"Work Life Balance, Company Culture, Salary","Job Security, Promotions, Skill Development",Chennai +6 other locations
Vortex Engineering,3.9,IT Services & Consulting,(157),Work Life Balance,"Promotions, Salary",Chennai +25 other locations
Enlink Managed Service pvt Ltd.,3.1,IT Services & Consulting,(157),,"Promotions, Skill Development, Work Satisfaction",Mumbai +5 other locations
Cronus Pharma Specialities India,3.4,Pharma,(157),,"Company Culture, Work Satisfaction, Promotions",Hyderabad +6 other locations
CriticalRiver,2.8,IT Services & Consulting,(157),,"Promotions, Work Satisfaction, Job Security",Hyderabad +5 other locations
Back Office,4.0,BPO,(157),"Company Culture, Skill Development, Salary",,Mumbai +47 other locations
Indivillage Tech Solutions,3.6,IT Services & Consulting,(157),,"Promotions, Skill Development, Salary",Yemmiganur +12 other locations
thinkbridge,3.6,IT Services & Consulting,(157),,"Job Security, Promotions, Work Satisfaction",Pune +6 other locations
RealEstateIndia.com,4.8,Real Estate,(157),"Promotions, Skill Development, Company Culture",,New Delhi +4 other locations
Virtuoso,3.4,Industrial Automation,(158),,"Salary, Promotions, Job Security",Pune +5 other locations
Exim Logistics,4.1,Logistics,(157),"Skill Development, Company Culture, Work Life Balance",,Bhubaneswar +21 other locations
Shri Ram Finance Corporation,2.9,Financial Services,(157),,"Salary, Job Security, Promotions",Raipur +58 other locations
Dr. Ram Manohar Lohia Hospital,4.2,Healthcare,(157),"Work Life Balance, Skill Development, Work Satisfaction",Promotions,New Delhi +10 other locations
Teach For India,3.5,Non-Profit,(157),,"Promotions, Salary, Work Life Balance",New Delhi +13 other locations
Franciscan Solutions,2.7,IT Services & Consulting,(157),,"Promotions, Company Culture, Salary",Noida +21 other locations
SanDisk India Device Design Centre,3.9,Hardware & Networking,(157),"Work Life Balance, Company Culture","Promotions, Job Security",Bengaluru +9 other locations
Mahanadi Coalfields,4.5,Metals & Mining,(157),"Job Security, Salary, Company Culture",,Sambalpur +22 other locations
Rich Graviss Products,4.0,FMCG,(157),"Salary, Company Culture, Skill Development",Promotions,Pune +29 other locations
Scymes Services,3.3,IT Services & Consulting,(157),,"Promotions, Salary, Job Security",Mumbai +11 other locations
Uttam Strips,3.4,Iron & Steel,(157),,"Promotions, Company Culture, Work Satisfaction",Bhiwadi +10 other locations
Linedata,2.9,Internet,(157),,"Work Satisfaction, Promotions, Skill Development",Mumbai +8 other locations
Auto Mechanics,2.7,,(157),,"Job Security, Company Culture, Work Satisfaction",Kolkata +8 other locations
Kaefer,3.6,Engineering & Construction,(157),,"Promotions, Company Culture, Work Life Balance",Mumbai +19 other locations
Arundhati Jewellers,3.6,Jewellery,(157),,"Work Satisfaction, Promotions, Skill Development",Bhubaneswar +10 other locations
Jhajharia Nirman Limited,4.1,Engineering & Construction,(157),"Work Life Balance, Company Culture, Job Security",,Bilaspur +35 other locations
Turner & Townsend,3.7,Engineering & Construction,(157),Job Security,"Promotions, Work Satisfaction",Mumbai +15 other locations
Axis Sales,4.4,Financial Services,(157),"Work Satisfaction, Skill Development, Company Culture",,Mumbai +67 other locations
Shubhalakshmi Polyesters,3.9,Fashion & Textile,(156),Skill Development,"Promotions, Salary",Bharuch +11 other locations
Ritco Logistics,3.6,Logistics,(156),,"Company Culture, Work Satisfaction, Job Security",Gurugram +34 other locations
Sresta Natural Bioproducts,3.6,FMCG,(156),,"Promotions, Skill Development, Salary",Hyderabad +37 other locations
Arvog,4.7,Financial Services,(156),"Work Life Balance, Company Culture, Work Satisfaction",,Mumbai +39 other locations
BANGMETRIC,4.0,IT Services & Consulting,(156),"Skill Development, Company Culture, Work Life Balance",,Noida +7 other locations
Replicon,3.5,Software Product,(156),,"Promotions, Work Satisfaction, Skill Development",Bengaluru +4 other locations
Reynolds,4.3,Other,(156),"Salary, Company Culture, Work Life Balance",,Chennai +30 other locations
Vega Industries,4.0,Beauty & Personal Care,(156),"Company Culture, Work Life Balance, Salary",,Noida +28 other locations
Great White Global,3.8,Electrical Equipment,(156),"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development",Mumbai +31 other locations
Vibracoustic,3.7,Automobile,(156),,"Promotions, Job Security",Noida +10 other locations
Amrit Bottlers,4.2,Beverage,(156),"Job Security, Company Culture, Work Life Balance",Promotions,Faizabad +9 other locations
Shubhalakshmi Polyesters,3.9,Fashion & Textile,(156),Skill Development,"Promotions, Salary",Bharuch +11 other locations
Reynolds,4.3,Other,(156),"Salary, Company Culture, Work Life Balance",,Chennai +30 other locations
Great White Global,3.8,Electrical Equipment,(156),"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development",Mumbai +31 other locations
Orange City Water,3.6,Waste Management,(156),,"Promotions, Job Security, Salary",Nagpur +3 other locations
Shrachi Group,2.5,Real Estate,(156),,"Promotions, Company Culture, Job Security",Kolkata +15 other locations
Premier Irrigation Adritec,3.7,Agriculture,(156),,"Promotions, Job Security, Skill Development",Kolkata +30 other locations
Executive Ship Management,4.0,Ports & Shipping,(156),"Work Life Balance, Job Security, Salary",,Mumbai +15 other locations
Jharkhand State Livelihood Promotion Society,3.5,Government,(156),,"Promotions, Salary, Job Security",Ranchi +31 other locations
Advaith Motors,4.2,Automobile,(156),"Skill Development, Work Satisfaction, Job Security",,Bengaluru +11 other locations
Creativelipi Webtech,2.6,IT Services & Consulting,(156),,"Promotions, Skill Development, Salary",Noida +7 other locations
High Street Essentials,3.6,Retail,(156),,"Job Security, Promotions, Work Satisfaction",Noida +19 other locations
illumifin,3.2,Insurance,(156),,"Promotions, Skill Development, Company Culture",Hyderabad +6 other locations
Jasper Industries,4.2,Automobile,(156),"Work Life Balance, Salary, Company Culture",Promotions,Hyderabad +13 other locations
Rabindranath Tagore International Institute of Cardiac Sciences,3.8,Healthcare,(156),"Skill Development, Job Security","Promotions, Salary, Work Satisfaction",Kolkata +9 other locations
Deccan iServices,3.6,,(156),Job Security,"Promotions, Salary, Company Culture",Chennai +7 other locations
Sun King,3.7,Electronics Manufacturing,(156),"Company Culture, Work Life Balance",,Mumbai +35 other locations
Replicon,3.5,Software Product,(156),,"Promotions, Work Satisfaction, Skill Development",Bengaluru +4 other locations
Thoucentric,3.7,Management Consulting,(156),"Work Life Balance, Company Culture, Job Security","Promotions, Work Satisfaction, Skill Development",Bengaluru +7 other locations
Norwin Technologies,3.9,IT Services & Consulting,(156),"Work Life Balance, Salary","Promotions, Job Security",Bengaluru +5 other locations
Premier Irrigation Adritec,3.7,Agriculture,(156),,"Promotions, Job Security, Skill Development",Kolkata +30 other locations
Sun King,3.7,Electronics Manufacturing,(156),"Company Culture, Work Life Balance",,Mumbai +35 other locations
Jharkhand State Livelihood Promotion Society,3.5,Government,(156),,"Promotions, Salary, Job Security",Ranchi +31 other locations
High Street Essentials,3.6,Retail,(156),,"Job Security, Promotions, Work Satisfaction",Noida +19 other locations
Damro Furniture,3.5,Furniture & Furnishing,(156),,"Promotions, Skill Development, Company Culture",Bengaluru +29 other locations
Sri Balaji Action Medical Institute,3.9,Healthcare,(156),Work Life Balance,"Promotions, Job Security, Salary",New Delhi +3 other locations
Interglobe Air Transport,3.4,Travel & Tourism,(156),,"Salary, Promotions, Work Life Balance",New Delhi +27 other locations
Partha Dental,3.7,Healthcare,(155),,"Company Culture, Job Security, Promotions",Hyderabad +16 other locations
Rinder India,4.2,Automobile,(155),"Skill Development, Company Culture, Work Satisfaction",,Pune +9 other locations
UptoSkills,4.6,,(155),"Company Culture, Skill Development, Work Life Balance",,New Delhi +11 other locations
Altair Engineering,3.8,IT Services & Consulting,(155),"Work Life Balance, Company Culture","Promotions, Work Satisfaction, Skill Development",Bengaluru +7 other locations
Payswiff Solutions,4.1,FinTech,(155),"Job Security, Skill Development, Company Culture",Promotions,Hyderabad +29 other locations
Kirloskar Ebara Pumps,3.7,Industrial Machinery,(155),,"Promotions, Job Security, Salary",Pune +11 other locations
DIC India,3.8,Chemicals,(155),Job Security,Promotions,Noida +15 other locations
Brindavan Beverages,3.9,Beverage,(155),"Work Life Balance, Job Security","Promotions, Salary",Bareilly +13 other locations
Air India Engineering Services,3.6,Industrial Machinery,(155),Work Life Balance,"Promotions, Salary, Company Culture",Mumbai +11 other locations
Kearney,3.2,Management Consulting,(155),,"Promotions, Job Security, Work Satisfaction",Gurugram +8 other locations
Simpl,2.9,Internet,(155),,"Job Security, Promotions, Company Culture",Bengaluru +1 other locations
Etraveli Group,2.9,Travel & Tourism,(155),,"Promotions, Company Culture, Work Satisfaction",Mumbai +7 other locations
Agriculture Insurance Company of India,4.1,Insurance,(155),"Work Life Balance, Skill Development, Company Culture",Promotions,New Delhi +55 other locations
ADINATH MOTORS,3.7,,(155),,"Promotions, Salary, Company Culture",New Delhi +83 other locations
Infinite HR Solutions,3.1,,(155),,"Promotions, Job Security, Skill Development",Bengaluru +16 other locations
BAIF Development Research Foundation,3.6,Non-Profit,(156),Job Security,"Salary, Promotions",Pune +49 other locations
Envirocare Labs,4.0,Clinical Research,(155),"Skill Development, Job Security, Work Satisfaction",,Mumbai +7 other locations
Deendayal Antyodaya Yojana-National Rural Livelihoods Mission,4.0,Government,(155),"Skill Development, Work Life Balance","Promotions, Job Security, Salary",New Delhi +73 other locations
Muvi,4.0,Internet,(155),"Company Culture, Work Life Balance, Work Satisfaction",Job Security,Bhubaneswar +3 other locations
Volvo Construction Equipment,4.3,Industrial Machinery,(155),"Company Culture, Work Life Balance, Work Satisfaction",,Bengaluru +27 other locations
Sumeru Software Solutions,3.2,IT Services & Consulting,(155),,"Promotions, Job Security, Company Culture",Bengaluru +13 other locations
Veeraraghavan & Company,3.0,Accounting & Auditing,(155),,"Promotions, Company Culture, Salary",Mumbai +22 other locations
Shree Hari Infraprojects,3.1,Engineering & Construction,(155),,"Promotions, Salary, Work Satisfaction",Jaipur +21 other locations
Eagleview,3.2,Software Product,(155),,"Promotions, Job Security, Work Satisfaction",Bengaluru +4 other locations
BIZONGO,3.2,Emerging Technologies,(155),,"Job Security, Work Satisfaction, Promotions",Mumbai +11 other locations
Bill Forge,4.3,Auto Components,(155),"Company Culture, Work Satisfaction, Work Life Balance",Promotions,Bengaluru +8 other locations
Futures First info Services,3.2,Financial Services,(156),,"Job Security, Work Life Balance, Promotions",Gurugram +9 other locations
Polaris,3.9,Automobile,(155),"Work Life Balance, Company Culture, Salary","Promotions, Skill Development",Bengaluru +15 other locations
Anchor Health and Beauty Care,4.0,Beauty & Personal Care,(155),Work Life Balance,"Skill Development, Promotions",Mumbai +40 other locations
Isha Foundation,4.2,Non-Profit,(155),"Company Culture, Work Life Balance, Job Security",,Coimbatore +15 other locations
Stanadyne India,3.8,Auto Components,(155),,"Promotions, Job Security, Salary",Chennai +9 other locations
KK Spun Pipes,3.2,Industrial Machinery,(155),,"Salary, Job Security, Promotions",New Delhi +18 other locations
BHIVE Workspace,4.3,Real Estate,(159),"Company Culture, Work Life Balance, Work Satisfaction",,Bengaluru +3 other locations
Head Digital Works,4.3,Gaming,(155),"Salary, Company Culture, Work Life Balance",,Hyderabad +5 other locations
Sourcefuse Technologies,2.9,IT Services & Consulting,(155),,"Work Satisfaction, Job Security, Promotions",Noida +8 other locations
Sidel,3.7,Industrial Machinery,(155),"Work Life Balance, Company Culture","Promotions, Skill Development, Work Satisfaction",Pune +7 other locations
Alice Blue Commodities,2.9,FinTech,(155),,"Salary, Promotions, Job Security",Bengaluru +21 other locations
HelpAge India,4.0,Non-Profit,(155),"Work Life Balance, Company Culture, Work Satisfaction",Promotions,New Delhi +55 other locations
Continental Carbon India,3.7,Chemicals,(155),"Work Life Balance, Job Security","Promotions, Company Culture, Work Satisfaction",Ghaziabad +6 other locations
